lib,dim,nb_points,time
SMT_2.9.0,5,10,1.8574294499999269
SMT_2.9.0,10,13,6.139441649999981
SMT_2.9.0,15,15,14.144898600000033
EGOBOX_0.25.1,5,10,0.0036445000000639993
EGOBOX_0.25.1,10,13,0.005810050000036426
EGOBOX_0.25.1,15,15,0.007289600000149221
