lib,dim,nb_points,time
SMT_2.3.0,5,10,0.0012219100004585925
SMT_2.3.0,5,50,0.0006780650001019239
SMT_2.3.0,5,100,0.0007738050000625663
SMT_2.3.0,5,250,0.0014367949996085371
SMT_2.3.0,5,500,0.00429205499967793
SMT_2.3.0,5,1000,0.019547854999837
SMT_2.3.0,10,10,0.0009155399995506742
SMT_2.3.0,10,50,0.0007462249996024184
SMT_2.3.0,10,100,0.0009564250001858454
SMT_2.3.0,10,250,0.0019990600005257873
SMT_2.3.0,10,500,0.005282445000193548
SMT_2.3.0,10,1000,0.025326350000250387
SMT_2.3.0,20,10,0.0010251949999656063
SMT_2.3.0,20,50,0.0012351850004051813
SMT_2.3.0,20,100,0.002738034999492811
SMT_2.3.0,20,250,0.0042755150003358725
SMT_2.3.0,20,500,0.008624449999479112
SMT_2.3.0,20,1000,0.04096432999940589
SMT_2.3.0,100,10,0.0025349700001243035
SMT_2.3.0,100,50,0.0064786999995703805
SMT_2.3.0,100,100,0.006464539999433328
SMT_2.3.0,100,250,0.014369520000036573
SMT_2.3.0,100,500,0.03258686500048498
SMT_2.3.0,100,1000,0.11296001500013517
SMT_2.3.0,200,10,0.005718830000114394
SMT_2.3.0,200,50,0.006103839999559569
SMT_2.3.0,200,100,0.008495340000081342
SMT_2.3.0,200,250,0.03091828999968129
SMT_2.3.0,200,500,0.06192689500021516
SMT_2.3.0,200,1000,0.2347322149995307
SMT_2.3.0,500,10,0.012422725000214995
SMT_2.3.0,500,50,0.017503614999441197
SMT_2.3.0,500,100,0.024548800000047777
SMT_2.3.0,500,250,0.057278519999817944
SMT_2.3.0,500,500,0.17033924000061235
SMT_2.3.0,500,1000,0.5997146400004567
EGOBOX_0.15.1,5,10,0.00011277000012341887
EGOBOX_0.15.1,5,50,0.0009060450000106357
EGOBOX_0.15.1,5,100,0.0020572850000462493
EGOBOX_0.15.1,5,250,0.010386269999435172
EGOBOX_0.15.1,5,500,0.03311100499995519
EGOBOX_0.15.1,5,1000,0.12050101999993786
EGOBOX_0.15.1,10,10,0.00015368000022135674
EGOBOX_0.15.1,10,50,0.0007420299996738322
EGOBOX_0.15.1,10,100,0.001949109999986831
EGOBOX_0.15.1,10,250,0.010957919999782462
EGOBOX_0.15.1,10,500,0.03635259500006214
EGOBOX_0.15.1,10,1000,0.13914889500010758
EGOBOX_0.15.1,20,10,0.00016090999997686595
EGOBOX_0.15.1,20,50,0.0013966849997814278
EGOBOX_0.15.1,20,100,0.0017670599998382385
EGOBOX_0.15.1,20,250,0.009124674999475247
EGOBOX_0.15.1,20,500,0.042410199999721954
EGOBOX_0.15.1,20,1000,0.17441508999982033
EGOBOX_0.15.1,100,10,0.001029184999788413
EGOBOX_0.15.1,100,50,0.002313280000089435
EGOBOX_0.15.1,100,100,0.006912649999867427
EGOBOX_0.15.1,100,250,0.026518734999990558
EGOBOX_0.15.1,100,500,0.11051676500064786
EGOBOX_0.15.1,100,1000,0.424439925000479
EGOBOX_0.15.1,200,10,0.0020286099999793803
EGOBOX_0.15.1,200,50,0.0031258149996574503
EGOBOX_0.15.1,200,100,0.009280890000081855
EGOBOX_0.15.1,200,250,0.052849984999920704
EGOBOX_0.15.1,200,500,0.19237495499983198
EGOBOX_0.15.1,200,1000,0.7407442850002554
EGOBOX_0.15.1,500,10,0.0028803399996832012
EGOBOX_0.15.1,500,50,0.0075537699995038565
EGOBOX_0.15.1,500,100,0.023840539999946488
EGOBOX_0.15.1,500,250,0.11701497500034748
EGOBOX_0.15.1,500,500,0.44377780499999064
EGOBOX_0.15.1,500,1000,1.7411928850000549
