lib,dim,nb_points,time
SMT_2.9.0,5,10,0.004984640004113317
SMT_2.9.0,5,50,0.0031644600036088376
SMT_2.9.0,5,100,0.004135419998783618
SMT_2.9.0,5,250,0.006577500002458691
SMT_2.9.0,5,500,0.007215900003211572
SMT_2.9.0,5,1000,0.025163419998716564
SMT_2.9.0,10,10,0.003608319995692
SMT_2.9.0,10,50,0.004874699999345466
SMT_2.9.0,10,100,0.005757400003494695
SMT_2.9.0,10,250,0.004985000001033768
SMT_2.9.0,10,500,0.013279120001243427
SMT_2.9.0,10,1000,0.04425055999890901
SMT_2.9.0,20,10,0.0025599600048735738
SMT_2.9.0,20,50,0.002847780002048239
SMT_2.9.0,20,100,0.004991300002438947
SMT_2.9.0,20,250,0.007369359995936975
SMT_2.9.0,20,500,0.025479879998601972
SMT_2.9.0,20,1000,0.05172572000301443
SMT_2.9.0,100,10,0.012927959999069571
SMT_2.9.0,100,50,0.018162139999913052
SMT_2.9.0,100,100,0.024376199999824166
SMT_2.9.0,100,250,0.03285108000272885
SMT_2.9.0,100,500,0.06489377999678254
SMT_2.9.0,100,1000,0.17897324000368825
SMT_2.9.0,200,10,0.02674064000020735
SMT_2.9.0,200,50,0.026614240003982558
SMT_2.9.0,200,100,0.0384801400010474
SMT_2.9.0,200,250,0.0766849200008437
SMT_2.9.0,200,500,0.1433279399992898
SMT_2.9.0,200,1000,0.38399652000516654
SMT_2.9.0,500,10,0.04072263999842107
SMT_2.9.0,500,50,0.06029704000102356
SMT_2.9.0,500,100,0.08058781999861822
SMT_2.9.0,500,250,0.1630925000004936
SMT_2.9.0,500,500,0.384956159995636
SMT_2.9.0,500,1000,1.0216381999955046
EGOBOX_0.25.1,5,10,8.847999852150679e-05
EGOBOX_0.25.1,5,50,0.0001040400005877018
EGOBOX_0.25.1,5,100,0.0009872600028757005
EGOBOX_0.25.1,5,250,0.001602619996992871
EGOBOX_0.25.1,5,500,0.006510180002078414
EGOBOX_0.25.1,5,1000,0.03885034000268206
EGOBOX_0.25.1,10,10,0.0001393199956510216
EGOBOX_0.25.1,10,50,0.00045324000529944897
EGOBOX_0.25.1,10,100,0.0012920200009830297
EGOBOX_0.25.1,10,250,0.00466030000243336
EGOBOX_0.25.1,10,500,0.01076003999914974
EGOBOX_0.25.1,10,1000,0.045929080003406855
EGOBOX_0.25.1,20,10,0.0002208199992310256
EGOBOX_0.25.1,20,50,0.000729100004537031
EGOBOX_0.25.1,20,100,0.0022201000014320017
EGOBOX_0.25.1,20,250,0.005640539998421445
EGOBOX_0.25.1,20,500,0.020780659996671603
EGOBOX_0.25.1,20,1000,0.07665824000141583
EGOBOX_0.25.1,100,10,0.0010721799975726754
EGOBOX_0.25.1,100,50,0.0014601400005631148
EGOBOX_0.25.1,100,100,0.003387220000149682
EGOBOX_0.25.1,100,250,0.0233393199974671
EGOBOX_0.25.1,100,500,0.08088451999938115
EGOBOX_0.25.1,100,1000,0.3002137399977073
EGOBOX_0.25.1,200,10,0.0018191800045315176
EGOBOX_0.25.1,200,50,0.0029320399975404144
EGOBOX_0.25.1,200,100,0.009508840000489727
EGOBOX_0.25.1,200,250,0.05149929999606684
EGOBOX_0.25.1,200,500,0.1501767200010363
EGOBOX_0.25.1,200,1000,0.6026538200036157
EGOBOX_0.25.1,500,10,0.004438779997872189
EGOBOX_0.25.1,500,50,0.00667082000290975
EGOBOX_0.25.1,500,100,0.02790765999816358
EGOBOX_0.25.1,500,250,0.09775068000308237
EGOBOX_0.25.1,500,500,0.41209794000023975
EGOBOX_0.25.1,500,1000,1.6923466000007465
